,Edad,Trabajo,Estado civil,Educacion,Default,Prestamo vivienda,Prestamo personal,Contacto,Mes,Dia de la semana,Cantidad de contactos,Dias,Anterior,Resultado anterior,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
18624,51,Empresario,casado,basica.9y,no,no,si,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18625,30,Administrativo,casado,secundario,desconocido,no,no,celular,jul,fri,7,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
18626,30,desconocido,casado,universitario,no,si,no,celular,aug,mon,1,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
18627,54,Servicios,divorciado,universitario,no,no,no,celular,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.344,5099.1,si
18628,45,Obrero,casado,basica.9y,desconocido,si,no,telefono,jun,fri,3,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
18629,40,Tecnico,casado,basica.9y,desconocido,no,no,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18630,49,Obrero,casado,basica.4y,no,si,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
18631,50,Obrero,casado,basica.9y,no,si,no,celular,aug,wed,4,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
18632,40,Administrativo,divorciado,universitario,no,no,no,celular,nov,tue,2,999,2,fallida,-3.4,92.649,-30.1,0.72,5017.5,no
18633,47,Tecnico,casado,curso profesional,no,no,no,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
18634,48,Obrero,casado,basica.4y,no,si,no,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
18635,33,Tecnico,casado,curso profesional,no,no,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
18636,34,Administrativo,casado,universitario,no,no,no,celular,nov,wed,1,3,3,exitosa,-1.1,94.767,-50.8,1.048,4963.6,no
18637,35,Obrero,casado,basica.4y,no,si,no,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18638,44,Administrativo,casado,universitario,no,si,no,celular,sep,thu,1,14,1,exitosa,-3.4,92.379,-29.8,0.809,5017.5,no
18639,53,Servicios,casado,secundario,desconocido,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
18640,24,Tecnico,soltero,curso profesional,no,si,no,celular,jul,wed,5,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18641,27,Autonomo,soltero,universitario,no,no,no,celular,aug,mon,2,999,0,inexistente,-2.9,92.201,-31.4,0.861,5076.2,no
18642,55,Jubilado,casado,secundario,no,si,si,celular,jul,tue,3,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
18643,23,estudiante,soltero,secundario,no,no,no,celular,mar,wed,1,999,0,inexistente,-1.8,93.369,-34.8,0.644,5008.7,si
18644,41,Servicios,casado,basica.9y,no,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
18645,47,Administrativo,casado,secundario,desconocido,desconocido,desconocido,celular,apr,fri,2,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
18646,30,Obrero,soltero,universitario,no,si,no,celular,nov,fri,5,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
18647,45,Obrero,casado,basica.9y,no,si,no,celular,apr,mon,1,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
18648,58,Obrero,casado,basica.9y,desconocido,si,no,celular,nov,thu,1,6,1,exitosa,-0.1,93.2,-42,4.076,5195.8,no
18649,43,Administrativo,casado,universitario,no,no,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18650,51,Tecnico,casado,curso profesional,no,si,si,celular,jul,thu,4,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18651,27,Servicios,casado,secundario,no,si,no,celular,may,wed,2,999,0,inexistente,-1.8,92.893,-46.2,1.334,5099.1,no
18652,33,Administrativo,soltero,secundario,no,si,no,celular,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
18653,54,Obrero,casado,basica.4y,no,no,no,celular,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18654,43,Administrativo,casado,universitario,no,no,si,celular,aug,fri,9,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18655,33,Obrero,casado,curso profesional,no,no,no,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18656,49,Administrativo,casado,secundario,no,si,no,celular,jul,fri,2,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
18657,31,Administrativo,divorciado,secundario,no,desconocido,desconocido,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
18658,38,Servicios,soltero,secundario,no,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
18659,55,Administrativo,casado,universitario,no,si,no,celular,jul,tue,5,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
18660,33,Ama de casa,casado,basica.9y,no,si,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
18661,30,Administrativo,casado,universitario,no,no,no,telefono,may,thu,7,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
18662,37,Empresario,divorciado,universitario,no,si,si,telefono,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.27,5099.1,no
18663,33,Tecnico,soltero,curso profesional,no,si,no,celular,aug,wed,1,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
18664,53,Servicios,casado,secundario,desconocido,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
18665,27,Tecnico,soltero,basica.9y,no,si,no,celular,apr,wed,1,999,0,inexistente,-1.8,93.075,-47.1,1.445,5099.1,no
18666,28,Autonomo,soltero,basica.9y,no,no,no,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
18667,51,Administrativo,casado,basica.9y,no,no,si,celular,nov,tue,3,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
18668,33,Administrativo,casado,secundario,desconocido,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18669,28,Obrero,casado,basica.9y,desconocido,si,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
18670,44,Gerente,casado,universitario,no,si,no,celular,jun,tue,3,999,0,inexistente,-2.9,92.963,-40.8,1.262,5076.2,no
18671,46,Administrativo,casado,secundario,no,no,no,telefono,jun,fri,2,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
18672,30,Administrativo,casado,universitario,no,no,no,celular,aug,thu,5,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
18673,43,Gerente,casado,universitario,no,no,no,celular,apr,mon,2,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
18674,57,Administrativo,divorciado,desconocido,desconocido,no,no,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
18675,29,Servicios,casado,secundario,desconocido,no,no,celular,jul,wed,4,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
18676,32,Tecnico,casado,universitario,no,no,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
18677,48,Tecnico,casado,curso profesional,no,no,no,celular,nov,wed,3,999,1,fallida,-0.1,93.2,-42,4.12,5195.8,no
18678,48,unemployed,soltero,basica.9y,no,si,no,celular,apr,thu,1,2,1,exitosa,-1.8,93.075,-47.1,1.365,5099.1,si
18679,40,Administrativo,casado,curso profesional,no,si,si,celular,jul,thu,6,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
18680,35,Obrero,casado,basica.4y,desconocido,si,no,celular,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18681,38,Obrero,soltero,desconocido,no,si,no,telefono,oct,tue,1,999,1,fallida,-0.1,93.798,-40.4,4.968,5195.8,no
18682,38,Tecnico,casado,curso profesional,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.864,5191,no
18683,35,Administrativo,casado,universitario,no,si,no,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
18684,43,Administrativo,casado,universitario,desconocido,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18685,53,Tecnico,soltero,curso profesional,no,si,no,telefono,may,mon,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18686,71,Jubilado,soltero,desconocido,no,si,no,celular,apr,fri,3,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,si
18687,30,Tecnico,divorciado,basica.9y,no,si,si,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
18688,58,Empresario,casado,basica.4y,no,si,no,telefono,nov,mon,1,999,0,inexistente,-0.1,93.2,-42,4.191,5195.8,no
18689,42,Obrero,casado,basica.4y,no,no,no,telefono,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
18690,28,Tecnico,soltero,universitario,desconocido,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18691,37,Administrativo,casado,universitario,no,si,si,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18692,35,Gerente,casado,universitario,no,no,no,celular,nov,fri,1,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
18693,28,Administrativo,soltero,universitario,no,no,no,celular,may,mon,1,999,1,fallida,-1.8,92.893,-46.2,1.244,5099.1,no
18694,34,Administrativo,soltero,universitario,no,si,no,celular,jun,mon,1,999,0,inexistente,-1.7,94.055,-39.8,0.754,4991.6,si
18695,32,Administrativo,casado,secundario,no,si,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.244,5099.1,no
18696,41,Tecnico,casado,basica.9y,no,si,no,celular,nov,thu,3,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
18697,49,Tecnico,casado,universitario,no,si,no,telefono,nov,thu,7,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
18698,65,Jubilado,casado,desconocido,no,no,no,celular,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
18699,42,Servicios,casado,curso profesional,no,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
18700,41,Obrero,casado,basica.4y,desconocido,si,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18701,34,Administrativo,divorciado,secundario,no,si,no,celular,aug,fri,5,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
18702,43,Obrero,soltero,desconocido,desconocido,no,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18703,52,Tecnico,casado,basica.9y,no,si,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
18704,29,Tecnico,soltero,desconocido,no,no,no,celular,apr,mon,2,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
18705,33,Autonomo,soltero,curso profesional,no,si,si,telefono,oct,fri,1,999,1,fallida,-3.4,92.431,-26.9,0.739,5017.5,no
18706,49,Servicios,casado,secundario,no,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
18707,49,Servicios,casado,secundario,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18708,36,Gerente,casado,universitario,desconocido,si,no,telefono,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
18709,37,Servicios,casado,secundario,no,si,no,celular,may,wed,1,999,0,inexistente,-1.8,92.893,-46.2,1.334,5099.1,no
18710,41,Tecnico,casado,curso profesional,no,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
18711,34,Servicios,casado,universitario,no,no,no,telefono,jun,wed,1,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
18712,59,Gerente,casado,universitario,desconocido,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
18713,29,Obrero,soltero,basica.9y,no,si,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.25,5099.1,no
18714,39,Tecnico,soltero,curso profesional,no,si,no,celular,may,tue,1,999,1,fallida,-1.8,92.893,-46.2,1.291,5099.1,no
18715,57,Jubilado,soltero,secundario,no,si,no,telefono,may,thu,4,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
18716,35,Tecnico,casado,universitario,desconocido,no,no,celular,aug,thu,5,999,0,inexistente,1.4,93.444,-36.1,4.962,5228.1,no
18717,53,Obrero,casado,basica.4y,desconocido,no,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
18718,34,Tecnico,soltero,secundario,no,no,no,telefono,jun,fri,7,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
18719,36,Administrativo,soltero,universitario,no,si,no,celular,nov,tue,1,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
18720,50,Empresario,casado,universitario,no,si,no,celular,nov,wed,2,999,1,fallida,-0.1,93.2,-42,4.12,5195.8,no
18721,46,Obrero,casado,basica.4y,no,desconocido,desconocido,telefono,may,mon,2,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
18722,42,Obrero,casado,basica.6y,no,si,no,celular,may,wed,1,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
18723,32,Administrativo,divorciado,universitario,no,no,no,telefono,jun,mon,10,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
18724,35,Servicios,soltero,secundario,desconocido,no,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
18725,48,Tecnico,soltero,universitario,desconocido,si,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18726,39,Administrativo,casado,universitario,no,no,si,celular,apr,fri,2,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
18727,27,Administrativo,soltero,universitario,no,si,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
18728,37,Tecnico,soltero,curso profesional,no,si,no,celular,nov,wed,1,6,4,exitosa,-1.1,94.767,-50.8,1.044,4963.6,si
18729,41,Obrero,casado,basica.6y,no,no,no,telefono,jul,wed,5,999,0,inexistente,1.4,93.918,-42.7,4.956,5228.1,no
18730,35,estudiante,casado,basica.9y,no,si,no,celular,nov,thu,1,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
18731,19,estudiante,soltero,basica.6y,no,no,no,celular,mar,tue,1,999,0,inexistente,-1.8,92.843,-50,1.556,5099.1,si
18732,58,unemployed,casado,basica.4y,desconocido,no,no,telefono,may,tue,4,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
18733,36,Administrativo,soltero,universitario,no,no,no,celular,jun,wed,1,7,1,exitosa,-1.7,94.055,-39.8,0.739,4991.6,si
18734,31,Obrero,casado,basica.4y,no,si,no,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
18735,55,unemployed,casado,basica.4y,desconocido,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18736,37,Empresario,divorciado,secundario,no,no,si,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
18737,34,Tecnico,soltero,curso profesional,no,si,si,celular,mar,fri,3,999,0,inexistente,-1.8,92.843,-50,1.726,5099.1,si
18738,45,Tecnico,casado,basica.9y,desconocido,no,no,celular,nov,fri,1,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
18739,29,Obrero,soltero,basica.6y,no,no,no,telefono,nov,fri,2,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
18740,56,Servicios,soltero,basica.4y,desconocido,si,no,celular,may,mon,2,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
18741,51,Administrativo,casado,curso profesional,desconocido,no,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
18742,44,Gerente,casado,secundario,desconocido,no,no,telefono,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18743,50,desconocido,casado,desconocido,desconocido,si,no,celular,jul,mon,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18744,31,Gerente,casado,universitario,no,si,no,celular,nov,wed,1,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
18745,45,Tecnico,divorciado,curso profesional,no,si,no,telefono,jun,tue,2,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
18746,29,Tecnico,soltero,universitario,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
18747,37,Empresario,casado,basica.9y,no,si,no,celular,may,mon,2,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
18748,45,Administrativo,casado,desconocido,desconocido,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18749,36,Gerente,soltero,universitario,no,si,no,celular,nov,tue,3,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
18750,25,Ama de casa,casado,basica.9y,no,no,no,telefono,jun,fri,1,999,0,inexistente,1.4,94.465,-41.8,4.967,5228.1,no
18751,56,Obrero,casado,basica.9y,no,no,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
18752,32,Autonomo,divorciado,curso profesional,desconocido,si,no,telefono,jun,wed,3,999,0,inexistente,1.4,94.465,-41.8,4.962,5228.1,no
18753,42,Gerente,casado,secundario,no,no,no,celular,nov,thu,2,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
18754,34,Tecnico,casado,basica.9y,no,no,no,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
18755,40,unemployed,divorciado,universitario,no,no,no,celular,nov,fri,3,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
18756,38,Autonomo,divorciado,secundario,no,no,no,celular,aug,fri,3,999,1,fallida,-2.9,92.201,-31.4,0.869,5076.2,si
18757,34,Tecnico,casado,curso profesional,desconocido,si,si,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18758,57,Tecnico,casado,universitario,no,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18759,30,Obrero,soltero,basica.4y,no,no,no,telefono,jun,mon,5,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
18760,65,Jubilado,casado,basica.4y,no,si,no,celular,aug,tue,2,999,1,fallida,-2.9,92.201,-31.4,0.859,5076.2,no
18761,40,Tecnico,casado,curso profesional,no,no,no,celular,aug,mon,9,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
18762,36,Ama de casa,casado,basica.4y,no,si,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18763,39,Autonomo,casado,curso profesional,no,no,no,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
18764,48,Servicios,casado,secundario,no,si,si,celular,jul,mon,7,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18765,52,Autonomo,casado,universitario,no,no,no,telefono,may,tue,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18766,32,Obrero,divorciado,basica.9y,no,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
18767,57,Tecnico,casado,secundario,desconocido,no,no,celular,aug,fri,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,si
18768,29,Tecnico,casado,curso profesional,no,no,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18769,36,Empresario,soltero,universitario,no,no,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,si
18770,38,Obrero,casado,basica.9y,desconocido,si,no,telefono,jun,mon,3,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
18771,41,Obrero,casado,basica.9y,no,si,no,celular,apr,fri,1,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
18772,36,Tecnico,soltero,curso profesional,desconocido,no,no,telefono,may,fri,3,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18773,36,Tecnico,casado,curso profesional,no,no,si,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
18774,39,Administrativo,casado,universitario,no,no,no,celular,jun,mon,1,999,0,inexistente,-2.9,92.963,-40.8,1.266,5076.2,no
18775,27,Obrero,casado,basica.9y,no,no,si,celular,may,fri,5,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
18776,42,Administrativo,divorciado,secundario,no,no,no,celular,apr,thu,3,999,0,inexistente,-1.8,93.075,-47.1,1.41,5099.1,no
18777,36,Ama de casa,casado,basica.6y,no,no,no,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
18778,38,Administrativo,soltero,basica.9y,no,no,no,celular,may,thu,2,999,0,inexistente,-1.8,93.876,-40,0.699,5008.7,si
18779,36,Administrativo,casado,universitario,no,si,si,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18780,32,Gerente,soltero,universitario,no,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
18781,32,Obrero,casado,basica.4y,desconocido,no,si,telefono,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,si
18782,43,Obrero,casado,basica.4y,desconocido,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
18783,30,Tecnico,soltero,curso profesional,no,no,no,celular,aug,tue,3,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
18784,35,Obrero,casado,basica.6y,desconocido,si,no,celular,may,tue,1,0,1,exitosa,-1.8,92.893,-46.2,1.344,5099.1,no
18785,36,Gerente,casado,universitario,no,no,no,celular,may,thu,2,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
18786,53,Gerente,casado,universitario,no,si,no,telefono,aug,tue,1,999,0,inexistente,-1.7,94.027,-38.3,0.904,4991.6,si
18787,37,Ama de casa,casado,basica.4y,desconocido,no,si,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
18788,35,Administrativo,casado,secundario,no,si,no,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
18789,34,Ama de casa,divorciado,basica.6y,no,no,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
18790,58,Servicios,divorciado,secundario,desconocido,si,no,celular,may,tue,6,999,0,inexistente,-1.8,92.893,-46.2,1.344,5099.1,no
18791,35,Obrero,casado,basica.9y,no,no,no,celular,may,thu,1,999,1,fallida,-1.8,92.893,-46.2,1.327,5099.1,no
18792,47,Tecnico,casado,curso profesional,desconocido,si,no,celular,apr,fri,1,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
18793,35,Obrero,casado,basica.9y,no,si,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
18794,36,Obrero,soltero,curso profesional,desconocido,si,si,telefono,apr,mon,3,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
18795,41,Tecnico,casado,curso profesional,no,si,no,telefono,jun,wed,3,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
18796,28,Administrativo,soltero,secundario,no,si,no,celular,mar,fri,1,999,0,inexistente,-1.8,92.843,-50,1.531,5099.1,si
18797,48,unemployed,casado,universitario,no,si,no,celular,jul,tue,3,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
18798,40,Servicios,divorciado,secundario,no,si,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18799,48,Administrativo,casado,universitario,no,si,no,celular,jul,mon,2,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18800,32,Autonomo,soltero,universitario,no,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18801,37,Tecnico,casado,curso profesional,no,si,no,celular,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.327,5099.1,no
18802,42,Administrativo,soltero,secundario,no,si,no,celular,may,fri,1,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
18803,37,unemployed,casado,universitario,no,si,no,celular,oct,thu,2,999,1,fallida,-3.4,92.431,-26.9,0.733,5017.5,si
18804,40,Obrero,casado,basica.9y,desconocido,no,no,celular,nov,tue,3,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
18805,48,Ama de casa,soltero,secundario,desconocido,si,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
18806,52,Obrero,casado,basica.4y,no,si,no,celular,apr,wed,1,999,1,fallida,-1.8,93.075,-47.1,1.415,5099.1,no
18807,50,Administrativo,casado,secundario,no,no,no,celular,jul,wed,3,999,0,inexistente,-2.9,92.469,-33.6,1.085,5076.2,si
18808,26,Obrero,casado,basica.9y,desconocido,si,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18809,48,Obrero,casado,basica.6y,desconocido,si,si,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
18810,56,Jubilado,divorciado,universitario,no,si,no,celular,jun,mon,1,3,1,exitosa,-2.9,92.963,-40.8,1.266,5076.2,no
18811,56,Gerente,casado,universitario,no,si,si,celular,jun,tue,1,999,0,inexistente,-2.9,92.963,-40.8,1.262,5076.2,no
18812,37,Obrero,casado,curso profesional,no,si,no,telefono,may,thu,3,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
18813,36,Obrero,casado,basica.6y,no,no,no,telefono,jun,wed,4,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
18814,44,Obrero,casado,basica.4y,no,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18815,50,Obrero,casado,basica.9y,desconocido,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18816,66,Jubilado,casado,desconocido,no,no,no,celular,aug,wed,3,999,0,inexistente,-2.9,92.201,-31.4,0.879,5076.2,no
18817,35,Administrativo,soltero,universitario,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
18818,42,Obrero,divorciado,basica.9y,no,no,no,telefono,jul,mon,8,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
18819,27,Empresario,casado,universitario,no,si,no,celular,may,mon,1,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
18820,65,Ama de casa,casado,basica.4y,no,desconocido,desconocido,celular,oct,tue,2,999,0,inexistente,-3.4,92.431,-26.9,0.728,5017.5,si
18821,36,Tecnico,casado,curso profesional,no,si,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
18822,32,Tecnico,soltero,secundario,no,si,no,celular,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
